age,income,employment_length,credit_score,credit_history_length,loan_amount,interest_rate,loan_term_months,loan_purpose,monthly_payment,dti_ratio,num_open_accounts,num_delinquencies,credit_utilization,home_ownership,loan_default
55,159732,14,653,31,13459,9.95,36,debt_consolidation,433.97,7.5,6,4,25.2,OWN,0
42,86149,0,645,24,6314,13.34,72,debt_consolidation,127.88,14.9,4,0,35.699999999999996,MORTGAGE,0
30,31058,9,611,9,36510,10.85,60,debt_consolidation,791.09,65.3,4,1,23.599999999999998,RENT,0
47,69048,3,754,28,10305,6.75,72,home_improvement,174.46,16.4,12,0,32.2,RENT,0
44,52628,3,682,23,25596,5.85,36,auto,776.94,35.9,5,0,37.7,OWN,0
34,62002,7,709,13,9197,8.39,72,debt_consolidation,163.01,44.2,6,1,43.9,MORTGAGE,0
42,53231,0,708,17,84026,9.52,36,debt_consolidation,2692.39,85.0,6,0,15.1,MORTGAGE,0
37,100086,10,655,15,53732,10.78,12,auto,4743.41,82.3,2,0,48.199999999999996,RENT,0
43,60317,5,586,25,77004,7.72,24,debt_consolidation,3472.86,69.1,7,2,14.099999999999998,MORTGAGE,0
49,47228,10,600,26,83564,16.82,24,auto,4124.37,85.0,3,1,7.1,MORTGAGE,1
61,91611,25,770,36,11566,12.14,36,major_purchase,384.93,27.8,3,0,48.199999999999996,OWN,0
27,56385,3,621,6,9711,13.5,36,small_business,329.55,33.1,5,0,9.3,RENT,0
67,52727,0,647,48,74480,9.45,24,debt_consolidation,3418.0,85.0,1,0,32.2,RENT,1
21,59184,0,589,0,16338,5.85,72,auto,269.61,26.7,7,0,8.9,RENT,0
40,46343,1,582,16,32313,13.53,60,medical,744.02,68.7,2,2,28.999999999999996,MORTGAGE,1
49,49292,0,618,30,11678,6.03,60,major_purchase,225.93,42.2,7,0,72.0,RENT,0
45,34474,8,815,20,11813,3.0,48,debt_consolidation,261.47,80.9,2,1,32.1,RENT,1
34,31235,1,732,12,32240,12.26,48,debt_consolidation,853.12,85.0,5,0,16.900000000000002,RENT,0
39,26926,18,637,18,4541,6.98,48,auto,108.7,85.0,5,0,34.699999999999996,OWN,1
36,21264,6,766,17,31201,8.66,36,debt_consolidation,987.25,85.0,2,2,3.2,RENT,0
34,28916,0,667,11,26033,12.78,60,major_purchase,589.4,44.9,5,1,14.2,RENT,0
52,44154,3,788,33,12442,6.28,24,debt_consolidation,553.01,20.0,5,0,14.799999999999999,OWN,0
46,52149,3,850,24,18341,3.59,60,major_purchase,334.39,46.4,5,2,41.0,MORTGAGE,0
33,41656,3,762,12,20467,14.88,48,debt_consolidation,568.37,63.9,7,0,19.8,OWN,0
52,18000,3,687,30,21288,9.77,60,home_improvement,449.9,85.0,11,0,44.800000000000004,OTHER,1
45,126090,0,735,21,29234,15.03,84,auto,564.61,18.8,3,0,45.6,RENT,0
51,94078,5,681,30,10193,12.5,72,debt_consolidation,201.94,14.7,8,3,32.800000000000004,MORTGAGE,0
49,64052,3,533,30,119182,12.62,60,education,2688.63,67.6,6,3,11.0,RENT,1
32,153967,7,627,7,15616,10.65,48,home_improvement,400.95,5.4,10,0,7.199999999999999,RENT,0
35,27271,8,603,12,16457,10.65,36,medical,536.06,79.9,3,2,39.800000000000004,OWN,0
50,152142,1,625,32,70353,14.54,60,debt_consolidation,1656.75,20.2,4,0,30.099999999999998,OWN,0
49,27470,0,823,24,5012,13.26,36,home_improvement,169.5,73.0,3,0,27.500000000000004,OTHER,0
41,56570,6,769,22,69841,7.64,12,major_purchase,6063.74,85.0,5,1,23.5,MORTGAGE,0
43,22826,19,715,25,19252,11.97,48,auto,506.7,85.0,4,0,30.3,MORTGAGE,0
57,49454,2,744,36,12442,7.52,36,small_business,387.14,31.4,6,1,53.5,MORTGAGE,1
34,61802,1,528,13,8235,8.75,72,small_business,147.42,13.3,2,1,19.0,MORTGAGE,0
48,44675,0,738,28,7417,12.27,60,home_improvement,166.0,30.2,11,2,12.5,OTHER,0
39,75231,1,755,18,14196,7.46,60,debt_consolidation,284.19,7.5,3,0,5.2,OWN,0
39,52021,1,500,15,21907,10.59,60,education,471.84,35.2,3,1,8.1,MORTGAGE,0
55,35830,2,741,34,27882,11.52,36,debt_consolidation,919.7,75.4,12,0,39.5,OWN,0
51,34888,5,566,31,21724,8.64,84,small_business,345.56,56.5,3,0,47.4,MORTGAGE,0
51,79741,1,522,33,12617,12.88,36,debt_consolidation,424.39,29.8,5,2,42.5,RENT,1
57,33115,0,786,36,46058,8.24,72,education,812.95,61.0,3,1,2.7,MORTGAGE,1
42,84901,2,599,20,117202,13.77,72,debt_consolidation,2400.62,58.9,8,0,27.0,RENT,0
50,102091,9,622,25,51340,10.52,12,debt_consolidation,4526.03,70.0,6,0,35.699999999999996,OWN,1
38,18011,3,759,13,14023,10.69,60,major_purchase,302.73,85.0,3,1,23.799999999999997,MORTGAGE,0
45,96737,16,655,24,25628,6.4,60,medical,500.24,35.4,6,0,16.8,OWN,0
40,168763,3,665,19,26804,9.06,84,home_improvement,432.07,4.6,3,0,24.9,RENT,0
43,57022,1,663,18,55413,10.78,36,medical,1808.38,59.0,10,0,10.9,RENT,0
49,70224,1,707,24,14232,14.1,48,small_business,389.62,19.3,5,1,71.3,RENT,0
32,91327,5,661,13,9177,8.71,60,auto,189.21,37.6,5,0,26.700000000000003,OWN,0
67,41552,3,689,46,39882,14.08,24,small_business,1916.36,85.0,2,0,26.700000000000003,RENT,0
29,54686,4,639,5,23967,6.98,72,debt_consolidation,408.38,40.6,5,1,16.3,OWN,0
27,22280,7,708,6,8298,11.34,48,debt_consolidation,215.84,85.0,2,1,74.6,RENT,1
55,53272,6,705,33,29551,7.97,60,medical,598.76,41.8,4,0,31.7,MORTGAGE,0
51,66096,0,831,31,65302,16.18,12,auto,5930.47,85.0,6,0,68.4,RENT,1
49,66815,8,649,29,11096,15.45,36,debt_consolidation,387.1,23.9,6,3,14.899999999999999,MORTGAGE,0
49,92897,3,665,29,9665,11.14,48,debt_consolidation,250.45,7.6,8,0,48.4,RENT,0
41,30795,2,699,22,18417,7.86,36,education,575.93,85.0,3,0,32.7,MORTGAGE,1
31,35611,3,757,10,29033,3.93,84,debt_consolidation,395.91,33.9,5,2,10.7,MORTGAGE,0
42,152864,4,592,24,17112,11.51,60,home_improvement,376.42,16.7,4,0,12.5,MORTGAGE,0
33,44792,0,688,15,39898,10.83,72,debt_consolidation,755.95,73.1,6,1,8.5,RENT,0
53,55271,2,479,31,21644,13.43,48,auto,585.28,12.7,9,0,17.5,OWN,0
40,47088,2,658,21,36612,4.13,48,small_business,828.8,70.7,3,1,38.0,MORTGAGE,1
32,29941,2,765,9,10888,10.57,60,debt_consolidation,234.4,66.3,2,0,70.0,RENT,0
38,129847,0,621,19,7635,11.72,36,medical,252.57,7.9,3,0,39.5,RENT,0
46,35716,0,694,25,14213,6.39,48,small_business,336.34,14.3,7,0,41.9,RENT,0
35,24925,0,637,12,7026,10.47,48,medical,179.79,66.6,3,0,49.5,MORTGAGE,1
32,37404,2,611,14,24017,7.09,60,medical,476.59,51.6,5,0,25.8,RENT,0
44,18000,11,757,25,4395,6.7,60,home_improvement,86.41,85.0,2,2,46.6,MORTGAGE,0
44,33164,1,596,22,13135,7.88,60,medical,265.58,56.4,4,0,25.3,OWN,0
35,27422,2,703,11,14762,8.94,48,education,366.93,39.0,2,4,45.0,MORTGAGE,1
36,71001,1,704,18,8667,14.95,36,debt_consolidation,300.23,8.7,2,0,30.7,RENT,0
44,32726,7,611,20,14552,8.71,72,debt_consolidation,260.22,59.0,5,2,64.60000000000001,OWN,1
24,83506,0,692,0,18087,6.62,60,education,354.91,23.1,6,0,36.8,RENT,0
25,113446,1,605,6,43847,13.25,12,debt_consolidation,3921.44,64.0,4,2,26.0,MORTGAGE,0
33,78331,1,721,12,8703,14.11,48,small_business,238.3,17.8,7,1,2.8000000000000003,MORTGAGE,0
39,43077,24,574,14,23158,13.28,36,small_business,783.41,64.4,4,0,25.8,OWN,1
45,53352,4,652,24,26609,15.48,60,debt_consolidation,639.75,40.5,3,0,20.0,MORTGAGE,0
59,19633,0,659,35,17768,10.77,48,home_improvement,457.24,27.9,4,0,56.99999999999999,OWN,0
52,45239,1,769,29,12725,10.62,12,debt_consolidation,1122.4,75.6,7,2,28.999999999999996,RENT,0
40,29252,0,691,19,8125,7.18,60,home_improvement,161.58,46.3,7,3,6.7,MORTGAGE,0
41,74354,0,756,20,68117,15.6,36,major_purchase,2381.36,65.7,4,0,26.6,MORTGAGE,0
29,229498,7,724,11,18974,9.63,36,major_purchase,608.95,10.3,7,0,50.3,MORTGAGE,0
41,66164,3,723,23,14459,8.79,12,debt_consolidation,1263.05,33.6,8,1,13.4,RENT,0
38,18000,4,653,19,79625,8.43,60,home_improvement,1630.94,85.0,1,3,46.400000000000006,MORTGAGE,0
45,39468,2,761,23,21069,12.55,48,medical,560.53,54.4,7,0,33.4,RENT,1
32,52759,4,651,8,106985,10.33,48,major_purchase,2730.4,85.0,2,4,4.8,MORTGAGE,0
48,51658,1,541,28,6691,10.76,60,small_business,144.68,40.3,3,2,7.3999999999999995,OWN,1
60,31618,1,662,40,15275,8.7,36,education,483.61,66.6,3,2,24.6,MORTGAGE,0
40,56793,5,716,19,6911,9.21,48,auto,172.67,54.7,8,0,39.800000000000004,OTHER,0
46,23260,0,551,27,16556,9.41,36,debt_consolidation,529.64,85.0,3,0,43.4,MORTGAGE,1
50,27807,4,609,30,16500,15.69,24,debt_consolidation,805.45,85.0,6,1,34.1,OWN,1
37,72220,9,581,17,13087,3.0,48,debt_consolidation,289.67,34.7,2,0,26.1,RENT,0
44,26651,0,742,24,18727,11.79,36,home_improvement,620.13,85.0,8,1,64.5,OTHER,0
42,67705,11,813,22,13541,14.35,60,auto,317.54,36.4,5,0,27.400000000000002,RENT,0
43,21554,0,663,19,16692,3.0,48,debt_consolidation,369.47,85.0,5,2,8.4,MORTGAGE,1
32,141336,2,722,8,10624,9.71,36,debt_consolidation,341.36,14.2,7,1,12.4,MORTGAGE,1
42,30805,4,720,19,49512,13.93,60,debt_consolidation,1150.26,85.0,6,0,12.0,RENT,0
47,42864,4,804,27,8298,6.99,24,home_improvement,371.49,21.1,4,0,24.099999999999998,RENT,0
59,59776,0,627,36,20924,11.07,60,education,455.67,48.9,6,0,32.300000000000004,MORTGAGE,0
53,34919,8,662,30,7825,6.27,48,home_improvement,184.74,31.6,7,0,6.4,MORTGAGE,0
67,53425,18,652,48,10052,10.13,60,medical,214.22,13.4,4,5,12.0,MORTGAGE,0
32,69231,0,686,12,10831,15.11,24,home_improvement,525.73,27.6,2,0,21.0,MORTGAGE,0
52,87235,11,850,32,16444,16.78,36,auto,584.47,27.1,7,0,26.1,MORTGAGE,1
44,78818,4,682,21,20389,11.02,36,auto,667.7,32.6,3,3,32.0,OWN,0
68,44219,13,611,49,8310,4.88,24,debt_consolidation,364.12,67.2,10,0,14.499999999999998,RENT,1
32,44892,0,587,8,13501,8.76,84,medical,215.58,29.2,3,0,61.7,MORTGAGE,0
31,200679,7,780,13,9010,3.0,60,home_improvement,161.9,15.0,4,3,21.9,MORTGAGE,0
34,86676,0,611,16,8736,8.82,36,small_business,277.07,36.3,2,1,13.4,MORTGAGE,0
21,28195,10,733,3,39874,13.86,36,debt_consolidation,1360.09,85.0,4,0,38.5,RENT,1
35,52051,5,625,15,6806,4.55,36,small_business,202.61,20.8,3,0,21.4,OWN,0
32,40091,2,578,13,19001,9.17,12,major_purchase,1663.16,85.0,4,0,28.299999999999997,OWN,1
43,45197,1,728,25,59198,6.74,24,debt_consolidation,2643.48,85.0,3,1,31.2,MORTGAGE,0
46,23442,8,629,25,41953,17.17,24,home_improvement,2077.68,85.0,7,0,27.3,MORTGAGE,0
64,38286,4,714,43,24288,11.59,60,debt_consolidation,535.25,27.5,6,0,13.5,MORTGAGE,0
53,145354,2,719,34,17829,13.4,48,education,481.85,17.7,4,1,25.7,MORTGAGE,0
35,69386,2,723,10,30201,11.17,48,debt_consolidation,783.06,28.4,7,0,16.2,MORTGAGE,0
31,18000,8,658,11,23355,13.04,60,small_business,531.88,85.0,3,0,41.4,OWN,1
47,101725,2,734,22,48817,14.32,36,small_business,1676.05,36.3,2,3,27.200000000000003,RENT,0
26,94256,0,606,3,16422,10.15,36,home_improvement,531.05,9.1,6,2,16.900000000000002,RENT,1
63,39514,12,483,45,36343,7.88,24,debt_consolidation,1641.71,63.9,5,0,42.3,MORTGAGE,1
56,75384,2,736,36,14356,6.26,48,home_improvement,338.87,17.2,7,1,28.7,OWN,0
36,29271,2,693,13,67876,17.03,72,education,1511.11,85.0,4,0,7.000000000000001,MORTGAGE,0
21,36969,1,631,0,16102,13.28,72,small_business,325.62,37.1,6,1,20.5,MORTGAGE,0
58,120466,11,562,40,5806,3.0,48,major_purchase,128.51,2.0,4,3,27.900000000000002,MORTGAGE,0
40,41646,1,517,18,19041,9.02,60,major_purchase,395.44,43.5,3,1,31.5,RENT,0
56,18000,5,684,34,30798,11.66,84,home_improvement,538.08,85.0,2,0,38.9,OWN,1
22,47193,10,811,2,56391,16.69,48,education,1618.13,85.0,2,2,19.900000000000002,MORTGAGE,0
34,46762,0,668,13,8979,5.59,72,education,147.08,61.8,4,1,2.9000000000000004,OTHER,0
42,100611,8,651,22,5318,11.71,48,debt_consolidation,139.29,6.2,7,0,35.6,MORTGAGE,0
42,49444,2,678,24,25532,8.4,12,education,2225.71,85.0,5,1,20.3,MORTGAGE,1
36,38065,5,850,16,24985,5.21,72,education,404.82,68.8,8,3,19.400000000000002,RENT,0
49,91769,2,740,29,6716,15.38,24,major_purchase,326.85,19.6,5,3,27.200000000000003,RENT,0
29,52705,5,605,4,14318,6.14,60,home_improvement,277.74,37.5,6,6,64.8,MORTGAGE,1
40,31256,1,682,22,14774,13.88,36,small_business,504.08,85.0,9,1,10.299999999999999,MORTGAGE,0
43,98027,0,706,22,32086,3.62,72,education,496.46,23.8,2,5,31.4,OWN,0
48,55061,14,595,26,13499,8.04,36,home_improvement,423.26,46.2,3,0,39.1,RENT,1
50,49106,0,740,27,13294,12.29,24,major_purchase,627.6,68.8,9,0,48.1,MORTGAGE,0
28,54543,8,614,10,19540,12.87,48,home_improvement,522.95,32.5,2,0,5.0,RENT,0
23,25786,0,559,3,6872,11.75,48,debt_consolidation,180.12,85.0,10,0,7.3,RENT,0
57,35717,2,686,38,68223,13.94,60,education,1585.31,85.0,4,0,11.200000000000001,RENT,0
45,49126,8,673,25,34677,8.85,60,debt_consolidation,717.32,65.5,1,0,7.199999999999999,RENT,0
33,43616,1,679,10,11034,15.57,36,auto,385.58,33.6,10,0,23.5,MORTGAGE,0
60,105183,10,618,40,8247,11.43,36,home_improvement,271.68,20.7,2,2,38.3,RENT,0
43,55851,3,629,24,8707,12.94,48,debt_consolidation,233.33,28.6,6,3,26.0,RENT,0
56,81874,2,770,33,27193,11.45,48,home_improvement,708.77,34.4,3,3,30.7,MORTGAGE,0
42,49297,5,715,22,8890,11.97,72,debt_consolidation,173.66,20.9,2,0,27.700000000000003,RENT,0
66,92389,2,603,47,15145,6.0,48,education,355.68,18.5,1,2,54.300000000000004,OWN,0
63,62225,2,523,39,5521,6.23,72,debt_consolidation,92.1,25.2,8,0,50.0,RENT,0
39,49417,6,606,14,26341,7.84,36,auto,823.49,33.0,3,1,50.0,MORTGAGE,0
53,48631,1,692,33,27041,12.06,72,home_improvement,529.5,33.9,4,2,31.6,MORTGAGE,0
49,27648,1,629,28,15848,7.65,36,auto,494.06,28.3,6,0,52.6,MORTGAGE,0
58,66446,8,623,35,20650,8.82,60,debt_consolidation,426.86,34.8,4,0,25.8,OWN,0
30,47852,8,632,8,31477,9.71,48,debt_consolidation,793.96,64.5,4,0,16.6,MORTGAGE,0
50,36272,3,674,29,20265,15.67,72,auto,435.91,25.1,3,0,11.700000000000001,RENT,0
54,95213,3,742,36,31150,12.41,36,auto,1040.74,19.0,9,3,56.00000000000001,MORTGAGE,0
21,23152,5,679,3,7961,4.15,60,debt_consolidation,147.15,39.3,6,0,28.4,RENT,0
27,38044,3,684,7,23507,10.64,60,auto,506.89,28.6,4,4,63.800000000000004,RENT,0
21,90819,2,662,0,20648,8.79,60,medical,426.52,25.7,3,3,3.9,MORTGAGE,0
38,59237,26,640,20,41830,9.09,48,debt_consolidation,1042.73,37.1,5,0,30.599999999999998,MORTGAGE,0
50,47633,0,751,26,18421,10.0,60,small_business,391.39,45.6,1,2,34.1,RENT,0
60,56988,4,739,42,16845,14.5,36,auto,579.82,28.0,6,0,18.8,MORTGAGE,0
42,54592,10,843,18,12209,6.75,36,major_purchase,375.58,30.7,7,3,25.2,MORTGAGE,0
61,19732,5,728,41,51218,10.82,36,debt_consolidation,1672.45,85.0,5,1,59.099999999999994,RENT,1
25,39753,10,640,5,3465,11.16,60,major_purchase,75.61,16.8,5,1,15.2,MORTGAGE,0
21,129302,2,607,0,25791,9.11,36,debt_consolidation,821.47,15.7,3,0,53.400000000000006,RENT,0
41,33004,1,756,22,17778,7.45,36,debt_consolidation,552.6,75.7,8,0,42.1,RENT,0
46,40498,9,614,26,15858,6.98,72,debt_consolidation,270.21,38.8,6,1,12.2,MORTGAGE,0
41,35419,2,744,17,14320,8.32,60,medical,292.56,56.5,6,2,35.199999999999996,OWN,0
21,46527,6,619,0,17342,12.95,60,auto,394.14,42.4,5,1,29.799999999999997,MORTGAGE,0
40,34548,0,707,19,25209,8.57,48,debt_consolidation,622.19,30.1,5,0,56.699999999999996,OWN,0
26,65646,7,595,8,10336,9.6,60,medical,217.58,43.9,4,0,18.2,RENT,1
50,55181,3,742,26,19821,5.37,48,debt_consolidation,459.79,35.7,6,0,23.400000000000002,RENT,0
46,77973,1,581,22,23052,8.1,24,small_business,1043.63,51.7,9,0,34.1,MORTGAGE,0
30,26093,3,701,11,9249,10.92,48,auto,238.69,78.8,6,0,61.9,OWN,0
35,39966,5,664,11,25660,3.33,48,auto,571.72,81.1,9,0,31.900000000000002,MORTGAGE,1
29,42811,0,688,4,23184,14.18,24,debt_consolidation,1115.1,85.0,3,2,48.699999999999996,MORTGAGE,1
41,64433,5,648,17,10308,7.63,36,education,321.26,44.5,4,0,29.2,OWN,0
53,30456,3,646,29,7850,17.05,72,education,174.85,50.3,3,7,20.0,MORTGAGE,1
30,84913,1,692,7,10214,11.68,60,major_purchase,225.56,37.7,4,0,7.000000000000001,MORTGAGE,0
48,99892,6,599,27,19826,3.0,72,debt_consolidation,301.23,14.9,4,3,3.0,OWN,0
35,27083,1,599,10,17100,11.11,60,major_purchase,372.73,82.6,3,0,29.9,RENT,1
32,36514,1,651,12,47846,8.73,60,debt_consolidation,986.95,85.0,2,0,23.5,OTHER,1
40,35626,3,648,19,13946,11.16,24,medical,651.03,85.0,3,0,29.9,OWN,1
29,237858,5,599,6,9678,16.47,24,education,476.04,12.4,4,1,23.0,OWN,0
35,37875,13,753,13,28564,12.82,36,auto,959.96,58.9,5,2,22.5,MORTGAGE,0
27,134131,0,653,7,9081,9.1,36,home_improvement,289.2,15.4,5,0,13.0,OWN,0
65,22925,2,661,41,10367,4.41,60,home_improvement,192.85,28.5,4,0,47.9,OWN,0
42,27070,0,573,17,10462,13.49,72,education,212.73,85.0,3,1,16.400000000000002,OTHER,1
33,32468,7,845,9,2212,12.04,72,debt_consolidation,43.29,2.0,2,0,12.5,MORTGAGE,0
44,29513,2,850,24,26817,14.63,60,small_business,632.78,71.9,3,1,7.199999999999999,MORTGAGE,0
40,41741,6,617,21,34821,9.43,48,debt_consolidation,873.65,85.0,4,0,12.4,MORTGAGE,0
39,32039,1,778,17,34258,11.18,36,home_improvement,1124.49,85.0,6,0,8.0,OWN,0
49,29983,9,672,31,67494,9.01,72,auto,1216.95,85.0,7,5,22.8,RENT,1
51,98231,3,808,30,51788,10.35,60,home_improvement,1109.28,19.1,5,2,7.3999999999999995,RENT,0
35,102158,14,706,12,14274,3.94,48,medical,321.91,28.9,5,0,32.4,RENT,0
35,86645,0,687,16,39201,11.27,24,major_purchase,1831.99,34.2,5,0,7.7,RENT,0
38,67130,3,480,15,16842,11.53,60,medical,370.65,18.2,6,2,10.7,OTHER,0
21,51825,7,609,2,13384,7.98,36,debt_consolidation,419.28,59.2,2,5,12.6,RENT,0
23,36380,4,681,0,10626,12.43,72,medical,210.12,27.3,5,0,45.4,MORTGAGE,0
58,27670,0,695,33,14952,13.49,36,education,507.33,33.9,5,3,18.4,MORTGAGE,1
61,60949,17,582,36,22703,15.6,12,debt_consolidation,2055.57,52.4,5,1,26.6,OWN,1
39,24241,1,621,19,54545,5.92,48,debt_consolidation,1278.99,85.0,6,0,13.700000000000001,MORTGAGE,1
48,27001,1,724,27,30032,12.68,24,home_improvement,1423.27,85.0,8,2,22.1,MORTGAGE,0
45,97904,3,569,26,10510,15.35,24,home_improvement,511.34,36.4,2,2,67.2,MORTGAGE,0
75,153336,3,690,50,8682,8.6,60,debt_consolidation,178.54,11.4,2,0,46.5,MORTGAGE,0
55,62067,7,779,35,26848,15.58,36,medical,938.34,26.3,6,3,69.19999999999999,RENT,0
40,95213,2,710,18,33916,7.1,60,home_improvement,673.18,8.5,3,0,19.3,MORTGAGE,0
30,42297,2,706,10,42583,10.28,48,small_business,1085.75,83.3,5,1,25.6,MORTGAGE,0
22,21969,3,518,4,14941,3.09,24,home_improvement,642.78,85.0,5,1,41.4,MORTGAGE,1
44,70777,2,614,20,25050,3.0,36,education,728.48,40.4,2,0,43.5,RENT,1
32,68980,12,844,7,32829,3.79,24,auto,1422.53,41.5,2,0,20.8,MORTGAGE,0
24,51174,9,632,2,7004,15.67,48,major_purchase,197.31,36.3,5,4,26.900000000000002,MORTGAGE,0
34,42386,3,781,12,21904,6.9,36,major_purchase,675.33,77.0,6,1,26.3,OTHER,0
29,87319,0,631,11,33963,6.91,24,small_business,1519.23,38.1,4,0,5.0,OWN,0
62,27134,11,657,44,25777,11.63,36,auto,851.62,59.1,3,0,12.7,OWN,0
52,30814,0,721,29,17043,7.03,12,medical,1474.91,85.0,7,0,58.5,RENT,1
41,26772,1,688,17,112079,14.82,60,debt_consolidation,2655.77,85.0,2,0,10.100000000000001,OWN,1
59,51584,0,710,40,69658,17.45,36,home_improvement,2499.13,85.0,6,0,15.4,RENT,0
42,25521,0,614,17,18152,3.0,60,auto,326.17,74.9,8,1,7.8,MORTGAGE,0
31,32514,8,589,7,15790,12.08,60,medical,351.88,80.3,8,4,15.0,MORTGAGE,1
60,32097,4,609,37,29442,3.0,72,education,447.33,76.1,3,0,56.599999999999994,MORTGAGE,1
48,41924,15,637,24,17321,4.56,48,small_business,395.45,71.9,4,0,21.6,MORTGAGE,0
29,20081,1,661,10,43918,11.91,60,home_improvement,974.94,85.0,6,0,33.4,MORTGAGE,0
39,51654,3,762,14,7427,6.23,48,debt_consolidation,175.21,12.9,3,1,43.8,OTHER,0
31,103609,18,686,8,15237,11.04,48,debt_consolidation,394.1,4.6,5,1,4.6,MORTGAGE,0
25,53172,8,718,0,29134,10.12,48,home_improvement,740.59,43.8,5,0,10.6,MORTGAGE,0
53,123598,6,691,35,36410,3.41,60,debt_consolidation,660.89,22.4,4,0,16.400000000000002,MORTGAGE,0
64,109141,1,590,45,6395,12.63,60,debt_consolidation,144.3,10.0,3,1,39.0,MORTGAGE,0
25,78169,7,681,7,9247,11.2,60,debt_consolidation,201.98,26.9,3,0,28.7,MORTGAGE,0
48,51267,2,690,23,5578,10.16,60,major_purchase,118.96,38.3,6,1,51.300000000000004,OWN,0
34,49687,3,740,16,9786,7.41,72,small_business,168.77,33.1,11,1,12.4,RENT,0
36,77519,4,594,13,7375,11.56,60,home_improvement,162.42,15.3,6,1,5.4,RENT,0
34,38754,4,516,14,26301,4.82,72,home_improvement,421.38,30.7,1,0,24.4,RENT,0
31,18000,6,694,12,21169,5.97,60,home_improvement,408.96,85.0,4,0,25.1,MORTGAGE,1
42,65854,5,708,20,16192,11.28,60,home_improvement,354.32,6.5,9,1,6.3,RENT,0
32,24868,0,665,10,18366,14.12,72,auto,379.63,38.8,8,1,13.200000000000001,RENT,0
45,27521,3,682,26,41604,8.09,60,major_purchase,845.37,85.0,3,1,24.7,MORTGAGE,1
41,49027,5,750,22,8694,11.83,36,home_improvement,288.06,20.8,4,1,19.900000000000002,RENT,0
39,46301,1,643,20,4669,10.82,24,education,217.22,28.3,4,0,15.2,OWN,0
31,21010,1,657,12,29654,11.66,36,debt_consolidation,980.13,85.0,4,0,5.0,RENT,0
35,54138,0,686,10,13716,7.23,60,small_business,273.08,40.9,7,0,2.4,RENT,0
51,87525,2,582,31,8840,9.4,12,major_purchase,774.71,31.8,9,3,45.1,OWN,0
48,24909,21,667,30,26577,9.85,36,home_improvement,855.69,85.0,1,4,7.000000000000001,OTHER,0
30,105186,1,674,5,4548,15.99,24,debt_consolidation,222.66,9.5,4,0,49.5,MORTGAGE,0
43,19223,3,810,24,9894,5.58,12,small_business,849.63,85.0,9,0,30.0,MORTGAGE,0
51,174624,6,656,28,3387,4.38,60,debt_consolidation,62.96,8.8,5,1,26.3,OWN,0
21,38301,0,696,0,21619,22.0,36,auto,825.64,46.7,5,1,9.700000000000001,MORTGAGE,0
48,53496,11,753,29,54262,11.24,60,small_business,1186.29,56.2,1,1,28.999999999999996,MORTGAGE,0
34,18000,2,613,16,12073,12.19,24,major_purchase,569.39,85.0,4,2,20.4,RENT,0
48,47226,10,790,30,10362,12.57,48,medical,275.78,48.7,11,0,20.3,OWN,0
32,56223,0,821,14,62892,13.09,24,home_improvement,2992.66,85.0,9,3,25.4,MORTGAGE,0
21,46550,0,677,0,27978,13.6,12,auto,2506.8,85.0,3,2,36.3,MORTGAGE,1
22,34966,1,636,0,95445,13.11,60,medical,2177.05,85.0,10,0,28.000000000000004,MORTGAGE,0
42,27779,2,810,21,20182,14.51,48,home_improvement,556.68,38.2,6,0,40.8,MORTGAGE,0
45,96598,9,743,23,21134,10.67,48,medical,542.84,18.5,6,1,42.1,OWN,0
31,49935,0,686,6,49581,14.29,24,debt_consolidation,2387.32,65.7,3,0,42.5,RENT,0
49,123556,5,794,26,16251,17.57,48,medical,473.73,12.1,9,3,33.900000000000006,OTHER,0
22,35743,0,785,3,21440,10.78,60,auto,463.81,31.1,5,0,30.8,RENT,0
41,37764,8,653,21,3311,11.92,24,home_improvement,155.74,30.8,10,0,25.900000000000002,RENT,0
27,79965,7,699,7,60863,7.68,48,debt_consolidation,1476.72,58.8,1,1,8.3,RENT,0
34,18512,3,726,10,23709,9.34,36,auto,757.7,85.0,5,0,7.000000000000001,MORTGAGE,1
42,23669,1,682,24,16727,11.41,72,auto,321.91,85.0,7,1,15.9,RENT,0
31,94702,5,568,11,34034,8.44,36,debt_consolidation,1073.42,33.0,3,0,27.6,MORTGAGE,0
37,24266,0,604,15,7887,10.37,72,major_purchase,147.59,48.6,4,2,49.7,MORTGAGE,1
54,18000,1,571,29,12259,11.37,60,debt_consolidation,268.81,85.0,1,0,8.6,OWN,0
35,150409,4,719,16,26564,16.08,24,home_improvement,1301.67,11.6,4,5,33.300000000000004,MORTGAGE,1
52,21241,23,585,27,18598,6.54,48,home_improvement,441.39,83.1,5,0,60.8,OWN,0
28,54746,11,695,4,24652,11.68,60,debt_consolidation,544.39,20.2,6,0,44.5,OWN,0
48,51095,4,826,28,21472,7.58,48,major_purchase,519.97,50.9,6,0,42.699999999999996,RENT,1
59,18000,3,794,37,28039,13.06,60,auto,638.83,85.0,8,6,27.1,MORTGAGE,1
21,41756,32,533,0,7154,13.38,48,home_improvement,193.28,35.7,1,0,22.2,RENT,0
32,64154,3,577,11,44121,16.71,72,debt_consolidation,974.4,36.4,4,0,37.5,RENT,0
48,60632,2,617,27,12852,8.3,36,home_improvement,404.52,44.6,6,0,41.0,RENT,1
